2017-02-19 11:18:16,809	INFO	main	<module>	Line:13	app started
2017-02-19 11:18:16,814	INFO	_internal	_log	Line:87	 * Running on http://0.0.0.0:8080/ (Press CTRL+C to quit)
2017-02-19 11:18:28,631	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET / HTTP/1.1" 200 -
2017-02-19 11:18:28,711	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/css/typography.css HTTP/1.1" 200 -
2017-02-19 11:18:28,715	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/css/reset.css HTTP/1.1" 200 -
2017-02-19 11:18:28,720	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/css/screen.css HTTP/1.1" 200 -
2017-02-19 11:18:28,728	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/jquery-1.8.0.min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,734	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/jquery.slideto.min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,736	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/jquery.wiggle.min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,738	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/jquery.ba-bbq.min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,741	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/handlebars-2.0.0.js HTTP/1.1" 200 -
2017-02-19 11:18:28,801	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/underscore-min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,811	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/backbone-min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,816	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/jsoneditor.min.js HTTP/1.1" 200 -
2017-02-19 11:18:28,824	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/lib/highlight.7.3.pack.js HTTP/1.1" 200 -
2017-02-19 11:18:28,828	INFO	_internal	_log	Line:87	192.168.99.1 - - [19/Feb/2017 11:18:28] "GET /swaggerui/bower/swagger-ui/dist/swagger-ui.min.js HTTP/1.1" 200 -
