2017-02-25 13:36:29,341	INFO	main	<module>	Line:13	app started
2017-02-25 13:36:29,360	INFO	_internal	_log	Line:87	 * Running on http://0.0.0.0:8080/ (Press CTRL+C to quit)
2017-02-25 13:36:32,222	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:36:32] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:37:11,237	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:37:11] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:37:15,385	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:37:15] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:37:19,690	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:37:19] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:37:35,228	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:37:35] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:37:39,013	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:37:39] "GET /account/3/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:37:46,477	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:37:46] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:39:01,701	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:39:01] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:41:37,881	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:41:37] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:43:15,429	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:43:15] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:47:50,165	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:47:50] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:48:17,783	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:48:17] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:48:34,364	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:48:34] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:48:38,573	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:48:38] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:49:40,832	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:49:40] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:50:36,564	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:50:36] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:51:26,961	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:51:26] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:51:51,715	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:51:51] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:53:00,003	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:53:00] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:53:02,847	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:53:02] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:53:14,015	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:53:14] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:53:15,723	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:53:15] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:54:02,422	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:54:02] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:54:57,202	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:54:57] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:56:44,586	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:56:44] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:57:10,002	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:57:10] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:57:40,132	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:57:40] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:57:46,768	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:57:46] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:58:31,717	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:58:31] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:58:38,405	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:58:38] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 13:58:39,805	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 13:58:39] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 14:00:19,219	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 14:00:19] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 14:00:22,464	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 14:00:22] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 14:00:23,717	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 14:00:23] "GET /account/2/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 14:00:28,960	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 14:00:28] "GET /account/3/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
2017-02-25 14:01:02,199	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 14:01:02] "GET /account/1/b60c833ea5cdef431a71a8501db64f19 HTTP/1.1" 200 -
